"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8274","azureBlobPush_containerNotExist()","","Mon May 18 12:24:47 UTC 2026","passed","Mon May 18 12:24:55 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_containerNotExist"
"","47","Policy is not accepted due to missing context ""Version Changes""","","Mon May 18 12:24:30 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","5954","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon May 18 12:26:43 UTC 2026","passed","Mon May 18 12:26:49 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse_withoutSourceResponseBody"
"","95","Policy is accepted ""Confidential Information Measures""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","23","discoveryShouldReturn400_whenDidNotResolvable()","","Mon May 18 12:24:14 UTC 2026","passed","Mon May 18 12:24:14 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_whenDidNotResolvable"
"","54","Policy is not accepted due to missing context ""Affiliates Region (IS_ANY_OF, one element)""","","Mon May 18 12:24:29 UTC 2026","passed","Mon May 18 12:24:29 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","64","4.3.3 Verify invalid access token - expired","","Mon May 18 12:24:05 UTC 2026","passed","Mon May 18 12:24:05 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenExpired"
"","44","discoveryShouldReturnDspParams_DidAsIdentifier()","","Mon May 18 12:23:42 UTC 2026","passed","Mon May 18 12:23:42 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","discoveryShouldReturnDspParams_DidAsIdentifier"
"","66","Provider gets 400 when no asset selector is used","","Mon May 18 12:24:30 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasNoAssetSelector"
"","71","Policy is accepted ""ContractTermination""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","672","Verify that the consumer receives only the offers he is permitted to (using the legacy BPN validation)","","Mon May 18 12:23:57 UTC 2026","passed","Mon May 18 12:23:57 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","org.eclipse.tractusx.edc.tests.catalog.CatalogTest","requestCatalog_filteredByBpnLegacy_WithNamespace_shouldReject"
"","5445","When multiple requests to refresh, to different edrs, verify all return non expired token","","Mon May 18 12:24:09 UTC 2026","passed","Mon May 18 12:24:15 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_subsequentRequestReturn"
"","42","Policy is not accepted due to missing context ""Data Usage End Duration Days""","","Mon May 18 12:24:30 UTC 2026","passed","Mon May 18 12:24:30 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","139","5.4.3.6 Verifier should reject Presentations where at least 1 credential is revoked/suspended","","Mon May 18 12:24:06 UTC 2026","passed","Mon May 18 12:24:06 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_03_06_presentationResponse_credentialRevoked"
"","75","Verify HTTP 200 response and body when refreshing succeeds","","Mon May 18 12:24:15 UTC 2026","passed","Mon May 18 12:24:15 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_success"
"","5989","transferData_privateBackend_withConsumerDataPlane()","","Mon May 18 12:25:23 UTC 2026","passed","Mon May 18 12:25:29 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","55","Policy is not accepted due to missing context ""MembershipCredential""","","Mon May 18 12:24:29 UTC 2026","passed","Mon May 18 12:24:29 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","99","BusinessPartnerDeleted event is published","","Mon May 18 12:24:19 UTC 2026","passed","Mon May 18 12:24:19 UTC 2026","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerDeletedEvent"
"","70","Policy is accepted ""Business Partner Number""","","Mon May 18 12:24:28 UTC 2026","passed","Mon May 18 12:24:28 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4008","transferData_privateBackend_withConsumerDataPlane()","","Mon May 18 12:26:16 UTC 2026","passed","Mon May 18 12:26:20 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","8198","azureBlobPush_withDestFolder()","","Mon May 18 12:24:39 UTC 2026","passed","Mon May 18 12:24:47 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.AzureToAzureEndToEndTest","azureBlobPush_withDestFolder"
"","2474","The authentication token has a invalid id","","Mon May 18 12:23:49 UTC 2026","passed","Mon May 18 12:23:51 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","2","verifyCorrectParticipantAgentId_forDsp2025(DataspaceProfileContextRegistry)","","Mon May 18 12:25:40 UTC 2026","passed","Mon May 18 12:25:40 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp2025"
"","479","Verify that the consumer receives only the offers he is permitted to (using the legacy CX policy)","","Mon May 18 12:25:11 UTC 2026","passed","Mon May 18 12:25:12 UTC 2026","","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","org.eclipse.tractusx.edc.tests.catalog.CatalogTestDspV08","requestCatalog_filteredByBpn_UsingLegacyCxPolicy_shouldReject"
"","7703","transferData_privateBackend_withConsumerDataPlane()","","Mon May 18 12:25:12 UTC 2026","passed","Mon May 18 12:25:20 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend_withConsumerDataPlane"
"","78","Policy is accepted ""Jurisdiction Location Reference""","","Mon May 18 12:24:27 UTC 2026","passed","Mon May 18 12:24:27 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
